s.no,restaurant_name,restaurant_type,rate,num_of_ratings,avg_cost,online_order,table_booking,cuisines_type,area,local_address,cuisine_count,price_category
3910,Mesa Deli - Svenska Design Hotel,21,3.2,-0.30385427428648126,0.13192058549147342,1,1,1700,8,Electronic City,-0.3261796684571938,1
3911,Mesa Lounge Bar - Svenska Design Hotel,53,3.5,-0.23630146962964302,2.0834410417094222,0,1,1764,8,Electronic City,1.2871210933864277,3
3912,Messy Bowl,68,3.5,-0.19576978683554006,-0.08491502075496535,0,0,1019,13,Banashankari,-0.3261796684571938,1
3913,Messy Eats,3,3.9,-0.09444057985028263,-0.08491502075496535,0,0,213,22,New BEL Road,-0.3261796684571938,1
3914,Messy's,68,3.8,-0.13666108276080655,-0.3017506270014041,1,0,1011,8,Electronic City,-1.1328300493790044,2
3915,Metrolicious,80,3.5,-0.25487849091027354,-0.3017506270014041,1,0,1537,29,Whitefield,0.48047071246461687,2
3916,Mexican Burrito,80,4.0,-0.04884243670691679,-0.1933328238781847,0,0,1392,24,Sahakara Nagar,-0.3261796684571938,1
3917,Mexican Taste,80,3.3,-0.30385427428648126,-0.7354218394942816,1,0,1038,22,New BEL Road,1.2871210933864277,0
3918,Mezban Family Restaurant,68,3.5,-0.2515008506774316,-0.5185862332478428,1,0,718,2,Basavanagudi,-0.3261796684571938,0
3919,MG's Fine Dining & Bar - Springs Hotel & Spa,21,3.8,-0.2835884328894298,0.5655917979843509,0,1,1473,2,Basavanagudi,0.48047071246461687,3
3920,Mid Night Hunting,80,3.7,-0.10457350054880837,-0.5185862332478428,1,0,1063,6,Ejipura,-0.3261796684571938,0
3921,Midas Touch,0,3.2,-0.28696607312227174,-0.5185862332478428,0,0,223,5,Brookefield,0.48047071246461687,0
3922,Mid-Night Crunch,80,3.6,0.4493594976372655,-0.3017506270014041,1,0,1516,6,HSR,-0.3261796684571938,2
3923,Midnight Eats,33,3.0,-0.12652816206228082,-0.08491502075496535,1,0,1516,4,Frazer Town,-0.3261796684571938,1
3924,Midnight Express,80,2.8,-0.27514433230732505,0.24033838861469278,0,0,1551,6,Koramangala 5th Block,0.48047071246461687,3
3925,Midnight Food Point,33,2.7,-0.2565673110266945,-0.08491502075496535,1,0,1597,14,Kalyan Nagar,1.2871210933864277,1
3926,Midnight Hunger Project,33,3.2,-0.30892073463574415,-0.5185862332478428,0,0,1798,24,New BEL Road,0.48047071246461687,0
3927,Midnight Hunger Solutions 24/7,33,2.1,0.10652901400381123,-0.08491502075496535,1,0,1743,4,Indiranagar,0.48047071246461687,1
3928,Midnight Mania,33,3.8,0.6925495944018832,0.34875619173791217,1,0,1878,5,Marathahalli,0.48047071246461687,3
3929,Midnight Pizza Slurpp,33,3.7,-0.15186046380859516,0.34875619173791217,0,0,1247,16,Koramangala 4th Block,-0.3261796684571938,3
3930,Midnight Restro,33,3.4,-0.22616854893111726,-0.08491502075496535,1,0,1672,6,BTM,-0.3261796684571938,1
3931,Midnight Special,33,3.7,-0.27514433230732505,-0.08491502075496535,1,0,1680,17,HSR,0.48047071246461687,1
3932,Mighty Paws,14,4.0,-0.08937411950101976,-0.08491502075496535,1,0,431,3,Sarjapur Road,-1.1328300493790044,1
3933,Mighty Small,22,4.1,0.11666193470233698,1.4329342229701059,0,0,840,11,MG Road,-0.3261796684571938,3
3934,Mikusu - Conrad Bengaluru,42,4.1,-0.18394804602059334,5.335975135406004,0,1,1258,4,Ulsoor,0.48047071246461687,3
3935,Milano Ice Cream,34,4.5,0.01364390760065861,-0.3017506270014041,0,0,1194,2,Jayanagar,-0.3261796684571938,2
3936,Milk N Shakes,9,3.7,-0.24305675009532685,-0.5185862332478428,1,0,262,4,Koramangala 8th Block,-1.1328300493790044,0
3937,Milkshake Kulture,9,3.5,-0.30216545417006035,-0.5185862332478428,0,0,262,8,Electronic City,-1.1328300493790044,0
3938,Milkyway Ice Creams,46,3.7,-0.27683315242374595,-0.5185862332478428,1,0,1189,3,Bellandur,-1.1328300493790044,0
3939,Milkyway Ice Creams & Fast Food,68,2.8,-0.2515008506774316,-0.7354218394942816,1,0,1062,5,"ITPL Main Road, Whitefield",0.48047071246461687,0
3940,Millennium Plaza,21,3.4,-0.28696607312227174,0.34875619173791217,1,0,1455,8,Electronic City,-1.1328300493790044,3
3941,Millers 46,21,4.4,3.5078127284756184,1.2160986167236671,0,1,20,7,Vasanth Nagar,0.48047071246461687,3
3942,Millet Mama,68,3.9,-0.2886548932386927,-0.7354218394942816,1,0,2030,0,Basavanagudi,-0.3261796684571938,0
3943,Mimansa @ Foxtrot,14,4.4,0.0018221667857119116,0.9992630104772284,1,1,431,10,Koramangala 3rd Block,-1.1328300493790044,3
3944,Min Mini Punjabi Dhaba,68,3.9,-0.17550394543848857,-0.3017506270014041,1,0,1455,6,Koramangala 7th Block,-1.1328300493790044,2
3945,Mini Adiga's,68,2.8,-0.2734555121909041,-0.6270040363710622,0,0,2065,6,BTM,2.0937714743082383,0
3946,Mini Fast Food,68,3.1,-0.3004766340536394,-0.843839642617501,0,0,1042,9,Frazer Town,-0.3261796684571938,0
3947,Mini Forest,68,3.3,-0.30892073463574415,-0.08491502075496535,0,0,1056,1,JP Nagar,-0.3261796684571938,1
3948,Mini Punjabi Dhaba,68,4.2,0.16563771807854474,-0.41016843012462345,1,0,1455,0,Banashankari,-1.1328300493790044,2
3949,Mini Wok,68,2.8,-0.2515008506774316,-0.7354218394942816,0,0,685,11,Indiranagar,-0.3261796684571938,0
3950,MiniMelts,34,3.9,-0.20759152765048675,-0.7354218394942816,0,0,1189,20,Brigade Road,-1.1328300493790044,0
3951,Ministry of Food - Hilton Bangalore Embassy GolfLinks,42,4.2,0.47131415915073793,5.335975135406004,0,1,1477,16,Domlur,2.0937714743082383,3
3952,Mint and Mustard,21,4.0,0.0727526116753921,0.4571739948611315,1,0,1516,0,Basavanagudi,-0.3261796684571938,3
3953,Mint Masala,21,2.8,0.10652901400381123,0.9992630104772284,0,0,1516,7,Infantry Road,-0.3261796684571938,3
3954,Mint Spice Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｩ & Restaurant,21,3.0,-0.2987878139372184,-0.08491502075496535,1,0,1516,3,Bellandur,-0.3261796684571938,1
3955,Mint Spice Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ & Restaurant,21,3.0,-0.2987878139372184,-0.08491502075496535,1,0,1516,28,Bellandur,-0.3261796684571938,1
3956,Minuit 12,80,2.8,-0.2515008506774316,-0.41016843012462345,1,0,1565,23,Marathahalli,0.48047071246461687,2
3957,Minus 4,34,3.2,-0.3122983748685861,-0.5185862332478428,0,0,962,28,Sarjapur Road,-1.1328300493790044,0
3958,Mira's Ranna-Ghor,33,3.6,-0.29372135358795554,-0.6270040363710622,0,0,236,28,Sarjapur Road,-1.1328300493790044,0
3959,Mirch,68,3.7,-0.16030456439069996,-0.3017506270014041,1,0,1490,6,HSR,-0.3261796684571938,2
3960,Mirch Masala,68,3.4,-0.30892073463574415,-0.08491502075496535,1,0,1455,1,JP Nagar,-1.1328300493790044,1
3961,Mirchi Bites- Spice Heaven,21,2.7,-0.2987878139372184,0.24033838861469278,1,0,1178,5,Marathahalli,-0.3261796684571938,3
3962,Miro Bar - Miraya Hotel & Residences,53,3.8,-0.27514433230732505,3.167619072941616,0,0,1636,5,Whitefield,1.2871210933864277,3
3963,Misal Darbar,68,3.0,-0.2835884328894298,-0.7354218394942816,1,0,1348,11,Indiranagar,-1.1328300493790044,0
3964,Mishmash,22,3.9,1.7750832890277164,1.8666054354629835,1,0,1380,3,HSR,2.0937714743082383,3
3965,Mishra Pedha,77,3.3,-0.3122983748685861,-0.5185862332478428,0,0,1398,4,Richmond Road,-0.3261796684571938,0
3966,Mishra's Pedha Big Foods,34,3.9,-0.2244797288146963,-0.7354218394942816,0,0,984,2,Jayanagar,-0.3261796684571938,0
3967,Miss Momo,68,3.2,-0.30216545417006035,-0.6270040363710622,1,0,2165,2,BTM,-0.3261796684571938,0
3968,Mist n Creams,34,3.6,-0.28696607312227174,-0.3017506270014041,1,0,1189,29,Whitefield,-1.1328300493790044,2
3969,Mistaan Sweets And Chaat,77,3.3,-0.3122983748685861,-0.7354218394942816,1,0,2118,16,HSR,-0.3261796684571938,0
3970,MISU,21,4.4,0.13017249563370464,2.5171122542023,1,1,169,25,Indiranagar,2.900421855230049,3
3971,Mithai Time,78,3.0,-0.2244797288146963,-0.7354218394942816,1,0,1403,5,Whitefield,0.48047071246461687,0
3972,Mitraa Da Pizza,33,2.8,-0.2515008506774316,-0.6270040363710622,1,0,1084,14,Kammanahalli,-0.3261796684571938,0
3973,Mitran Da Junction,68,4.1,0.2213687819204363,0.13192058549147342,1,0,1455,6,Koramangala 6th Block,-1.1328300493790044,1
3974,Mizo Kitchen,68,3.8,-0.2734555121909041,-0.3017506270014041,0,0,1453,6,Koramangala 5th Block,-0.3261796684571938,2
3975,MK Biryani,68,2.8,-0.2515008506774316,-0.6270040363710622,0,0,307,14,Kammanahalli,-1.1328300493790044,0
3976,MK Dabbawala,33,2.6,-0.27007787195806215,-0.3017506270014041,0,0,1455,11,Indiranagar,-1.1328300493790044,2
3977,MM Bar & Restaurant,5,3.4,-0.30892073463574415,0.34875619173791217,0,0,2046,4,Shivajinagar,-0.3261796684571938,3
3978,Mockaholic Restro Beer Cafe,5,3.9,1.2245279310744848,0.9992630104772284,1,0,1605,2,JP Nagar,1.2871210933864277,3
3979,Modern Restaurant,21,3.0,-0.2903437133551136,-0.1933328238781847,1,0,1516,1,BTM,-0.3261796684571938,1
3980,Moghul Durbar Restaurant,21,4.0,0.24670108366675067,0.023502782368254035,0,0,1480,6,Jayanagar,1.2871210933864277,1
3981,Moghul's Restaurant,21,3.0,-0.23630146962964302,0.34875619173791217,1,0,1443,14,HBR Layout,0.48047071246461687,3
3982,Mojo Bites,68,3.9,-0.2802107926565879,-0.6270040363710622,0,0,1011,5,Whitefield,-1.1328300493790044,0
3983,Mojo Pizza - 2X Toppings,33,4.1,-0.16537102473996282,0.13192058549147342,1,0,1861,14,Kammanahalli,-1.1328300493790044,1
3984,Moksha,22,3.6,-0.2481232104445897,-0.08491502075496535,1,0,740,12,Kanakapura Road,0.48047071246461687,1
3985,Mom Made Food,68,3.4,-0.3004766340536394,-0.3017506270014041,0,0,356,9,Frazer Town,-0.3261796684571938,2
3986,Momma's Pastries Fine Bakery And Cafe,0,3.4,-0.30216545417006035,-0.08491502075496535,1,0,215,14,Banaswadi,0.48047071246461687,1
3987,Momm's The Kitchen,21,3.4,-0.3072319145193232,-0.08491502075496535,0,0,97,8,Electronic City,1.2871210933864277,1
3988,Momo Bites,46,3.0,-0.2835884328894298,-0.41016843012462345,1,0,2160,23,Marathahalli,-1.1328300493790044,2
3989,Momo Blues,68,2.8,-0.2515008506774316,-0.7354218394942816,1,0,712,6,Koramangala 5th Block,1.2871210933864277,0
3990,MoMo Cafe - Courtyard by Marriott,21,4.1,0.15719361749643995,3.167619072941616,0,1,179,28,Bellandur,1.2871210933864277,3
3991,Momo Corner,52,3.8,-0.28189961277300885,-0.843839642617501,0,0,1075,11,Old Airport Road,-0.3261796684571938,0
3992,Momo Hut,68,4.0,0.8360993042976647,-0.6270040363710622,1,0,793,6,Koramangala 5th Block,0.48047071246461687,0
3993,Momo Jojo,68,3.4,-0.30892073463574415,-0.5185862332478428,1,0,793,6,BTM,0.48047071246461687,0
3994,Momo Junction,79,3.8,-0.2683890518416412,-0.9522574457407204,1,0,1075,6,BTM,-0.3261796684571938,0
3995,Momo King,68,2.8,-0.2515008506774316,-0.7354218394942816,1,0,1420,1,Bannerghatta Road,-0.3261796684571938,0
3996,Momo Mania,68,3.8,-0.27514433230732505,-0.5185862332478428,1,0,1420,23,Brookefield,-0.3261796684571938,0
3997,Momo Rice Noodles,21,3.8,0.05417559039476157,-0.3017506270014041,1,0,711,11,Ejipura,-0.3261796684571938,2
3998,Momo Shop,68,4.0,-0.10963996089807124,-0.7354218394942816,1,0,1421,22,RT Nagar,0.48047071246461687,0
3999,Momo Time,68,2.8,-0.2515008506774316,0.13192058549147342,1,0,1419,1,Bannerghatta Road,-0.3261796684571938,1
4000,Momos & Me,80,2.8,-0.2515008506774316,-0.7354218394942816,1,0,643,5,Brookefield,-1.1328300493790044,0
4001,Momos Corner,68,3.1,-0.29372135358795554,-0.6270040363710622,0,0,759,10,Bommanahalli,0.48047071246461687,0
4002,Momoz,21,3.9,0.7364589174288282,0.13192058549147342,0,0,711,6,Koramangala 5th Block,-0.3261796684571938,1
4003,Moms Flavor,33,2.8,-0.2515008506774316,-0.3017506270014041,0,0,1516,1,JP Nagar,-0.3261796684571938,2
4004,Mom's Momos,68,3.3,-0.30892073463574415,-0.5185862332478428,0,0,643,1,Bannerghatta Road,-1.1328300493790044,0
4005,Mom's Rasoi,68,3.5,-0.2954101737043765,-0.5185862332478428,0,0,1988,22,Malleshwaram,-0.3261796684571938,0
4006,Momscurry,33,2.7,-0.28696607312227174,-0.5185862332478428,1,0,1455,11,East Bangalore,-1.1328300493790044,0
4007,Monarch,21,3.5,-0.30216545417006035,0.34875619173791217,0,0,1562,20,Brigade Road,1.2871210933864277,3
4008,Monet's Bistro,14,4.5,0.01364390760065861,0.13192058549147342,0,0,460,11,Indiranagar,-0.3261796684571938,1
4009,Mongolian Kitchen,68,3.8,-0.2683890518416412,-0.5185862332478428,0,0,713,13,BTM,-0.3261796684571938,0
4010,Monkey Bar,64,4.3,6.179526152653572,1.8666054354629835,1,0,3,11,Indiranagar,1.2871210933864277,3
4011,Monsoon,46,2.8,-0.3004766340536394,0.9992630104772284,0,0,798,3,Bellandur,-1.1328300493790044,3
4012,Monsoon - The Park Bangalore,42,4.1,0.1436830565650723,5.335975135406004,0,1,1238,20,MG Road,-0.3261796684571938,3
4013,Monsoon Express,80,3.4,-0.3072319145193232,2.300276647955861,1,0,959,4,MG Road,0.48047071246461687,3
4014,Mont Blanc Cafe,14,3.8,-0.2599449512595364,0.24033838861469278,1,0,459,3,Bellandur,0.48047071246461687,3
4015,Mooch Marod,68,4.2,-0.16199338450712092,-0.3017506270014041,0,0,1455,16,Koramangala 6th Block,-1.1328300493790044,2
4016,Mood For Food,21,4.0,-0.06404181775470541,0.5655917979843509,1,0,1490,25,Jeevan Bhima Nagar,-0.3261796684571938,3
4017,Moolehatti Donne Biryani Mane,68,3.6,0.0491091300454987,-0.3017506270014041,1,0,330,6,HSR,1.2871210933864277,2
4018,Moonlight Kitchens,33,3.9,-0.1113287810144922,-0.3017506270014041,1,0,1516,11,Old Airport Road,-0.3261796684571938,2
4019,Moonlights Kitchens,33,3.5,-0.2515008506774316,-0.3017506270014041,0,0,1516,18,Koramangala 1st Block,-0.3261796684571938,2
4020,Moradabadi Special Biryani,68,3.4,-0.30892073463574415,-0.6270040363710622,0,0,307,10,HSR,-1.1328300493790044,0
4021,More Pizza,46,3.5,-0.28696607312227174,-0.08491502075496535,1,0,1208,1,Bannerghatta Road,-1.1328300493790044,1
4022,More Than Chocolates,0,3.6,-0.1822592259041724,-0.7354218394942816,0,0,204,6,BTM,-1.1328300493790044,0
4023,Moriz Restaurant,21,2.6,-0.1940809667191191,0.5655917979843509,1,0,138,3,Bellandur,2.0937714743082383,3
4024,Mota Bawarchi,68,3.5,-0.2515008506774316,-0.5185862332478428,0,0,1503,2,Basavanagudi,0.48047071246461687,0
4025,Mother Nature Kulfi,34,3.6,-0.30216545417006035,-0.7354218394942816,0,0,978,6,Jayanagar,-0.3261796684571938,0
4026,Mother's Food,68,3.8,-0.2126579879997496,-0.7354218394942816,1,0,1516,23,Whitefield,-0.3261796684571938,0
4027,Mother's Kitchen,21,3.7,-0.05897535740544254,0.13192058549147342,1,0,1455,9,RT Nagar,-1.1328300493790044,1
4028,Mother's Meal,68,3.8,-0.09444057985028263,-0.7354218394942816,1,0,1455,11,CV Raman Nagar,-1.1328300493790044,0
4029,Mother's Rasoi,68,3.8,-0.031954235542707224,-0.6270040363710622,1,0,1594,1,Bannerghatta Road,0.48047071246461687,0
4030,Mother's Rasoi Family Restaurant,68,3.4,-0.21096916788332865,-0.7354218394942816,1,0,1455,12,Bannerghatta Road,-1.1328300493790044,0
4031,Mothers Recipe Restaurant,21,3.1,-0.3004766340536394,0.13192058549147342,0,0,2050,9,Frazer Town,0.48047071246461687,1
4032,Mothi Restaurant,68,3.7,-0.21096916788332865,-0.41016843012462345,0,0,1716,29,Whitefield,-0.3261796684571938,2
4033,Moti Mahal Delux,21,4.0,0.6047309483479936,0.9992630104772284,1,1,1733,3,HSR,-0.3261796684571938,3
4034,Motis Kitchen,68,4.1,0.6114862288136773,-0.41016843012462345,1,0,2035,11,Thippasandra,0.48047071246461687,2
4035,Moto Store & Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつｩ,14,4.2,0.32269798890569373,-0.08491502075496535,1,0,1879,11,Ulsoor,3.70707223615186,1
4036,Moto Store & Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ,14,4.2,0.32776444925495657,-0.08491502075496535,1,0,1879,21,Ulsoor,3.70707223615186,1
4037,Moto Store & Cafﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつεδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつづδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつｩ,14,4.2,0.32607562913853566,-0.08491502075496535,1,0,1879,20,Ulsoor,3.70707223615186,1
4038,Mou Tushi Family Restaurant,68,3.7,-0.2734555121909041,-0.843839642617501,0,0,257,5,Brookefield,1.2871210933864277,0
4039,Mount View Fast Food,79,3.3,-0.3122983748685861,-0.9522574457407204,0,0,1102,20,Vasanth Nagar,-0.3261796684571938,0
4040,Mountain Spice,68,3.9,-0.004933113679971916,-0.3017506270014041,1,0,716,4,Koramangala 8th Block,1.2871210933864277,2
4041,Mouthful,68,3.7,-0.21772444834901247,-0.5185862332478428,1,0,1101,26,Vijay Nagar,-0.3261796684571938,0
4042,MouthFull Of Cake,68,3.9,-0.22279090869827536,0.13192058549147342,0,0,962,26,Basaveshwara Nagar,-1.1328300493790044,1
4043,MoXa Bistro,21,3.9,-0.25825613114311546,2.0834410417094222,0,1,889,4,Brigade Road,1.2871210933864277,3
4044,Mr Gola,34,3.4,-0.3055430944029022,-0.9522574457407204,0,0,962,1,Bannerghatta Road,-1.1328300493790044,0
4045,Mr Manchurian,46,3.6,0.015332727717079567,-0.08491502075496535,1,0,711,5,Marathahalli,-0.3261796684571938,1
4046,Mr Savji,68,3.4,-0.30385427428648126,-0.41016843012462345,1,0,1977,22,Rajajinagar,-1.1328300493790044,2
4047,Mr. Anbu'g Ambur Biryani,68,3.2,-0.3122983748685861,-0.5185862332478428,0,0,307,4,Richmond Road,-1.1328300493790044,0
4048,Mr. Beans - Home Cafe,14,4.2,4.255960040050102,0.9992630104772284,1,1,514,6,Koramangala 3rd Block,0.48047071246461687,3
4049,Mr. Cane,9,3.5,-0.2515008506774316,-0.9522574457407204,1,0,1264,12,Bommanahalli,-1.1328300493790044,0
4050,Mr. Chef,21,3.2,-0.11808406148017603,-0.08491502075496535,1,0,1537,24,New BEL Road,0.48047071246461687,1
4051,Mr. Gola,38,3.7,-0.2987878139372184,-0.9522574457407204,0,0,962,22,Malleshwaram,-1.1328300493790044,0
4052,Mr. Meetharam,68,3.2,-0.2616337713759574,-0.843839642617501,1,0,1408,1,JP Nagar,-0.3261796684571938,0
4053,Mr. Meow's Hotdogs,50,3.5,-0.3072319145193232,-0.5185862332478428,0,0,1011,16,Koramangala 6th Block,-1.1328300493790044,0
4054,Mr. Singh Da Dhaba,68,3.6,0.08795199272318072,-0.5185862332478428,1,0,1516,0,Kumaraswamy Layout,-0.3261796684571938,0
4055,MRA,80,2.8,-0.2515008506774316,-0.7354218394942816,1,0,204,8,Electronic City,-1.1328300493790044,0
4056,MRS Paradise,21,3.4,-0.2835884328894298,0.24033838861469278,0,0,2050,2,Jayanagar,0.48047071246461687,3
4057,MTR 1924,68,4.2,0.858053965811137,-0.5185862332478428,0,0,1977,4,St. Marks Road,-1.1328300493790044,0
4058,Mubarak Hotel,68,3.5,-0.2954101737043765,-0.843839642617501,0,0,1455,14,Nagawara,-1.1328300493790044,0
4059,Mubeena Shariff Chocolatier,34,3.6,-0.2954101737043765,-0.08491502075496535,0,0,962,29,Whitefield,-1.1328300493790044,1
4060,Mudde Madappa Mess,68,4.1,-0.16537102473996282,-0.843839642617501,0,0,1977,20,Majestic,-1.1328300493790044,0
4061,Muddhe Bytes,68,3.4,-0.30385427428648126,-0.5185862332478428,1,0,1988,1,Bannerghatta Road,-0.3261796684571938,0
4062,Mudpipe Cafe,14,3.9,0.9087185693037657,0.5655917979843509,1,1,527,1,JP Nagar,0.48047071246461687,3
4063,Mug N Bean,14,3.9,0.09808491342170646,-0.3017506270014041,1,0,516,2,Jayanagar,1.2871210933864277,2
4064,Mugful Of Stories,34,4.6,0.1436830565650723,-0.5185862332478428,0,0,964,14,Kalyan Nagar,-0.3261796684571938,0
4065,Mughal Restaurant,21,3.2,0.047420309929077746,0.13192058549147342,1,0,1431,29,Brookefield,0.48047071246461687,1
4066,Mughal Samraj,21,3.2,-0.3122983748685861,0.13192058549147342,1,0,1011,3,Bellandur,-1.1328300493790044,1
4067,Mughal Treat,21,3.6,-0.1349722626443856,0.34875619173791217,1,0,1443,3,Sarjapur Road,0.48047071246461687,3
4068,Mughals Restaurant,21,3.1,-0.2903437133551136,0.023502782368254035,0,0,1444,20,Shivajinagar,2.0937714743082383,1
4069,Mughlai Azam,21,4.0,-0.12146170171301794,1.8666054354629835,1,1,1428,24,New BEL Road,0.48047071246461687,3
4070,Mugs N Burgers,14,4.0,-0.0995070401995455,0.13192058549147342,1,1,469,5,Brookefield,2.0937714743082383,1
4071,Mukati Kitchen,68,3.7,-0.09444057985028263,-0.08491502075496535,1,0,1650,11,Thippasandra,1.2871210933864277,1
4072,Mulabagilu Dosa,68,3.6,-0.3004766340536394,-0.9522574457407204,1,0,1977,0,Basavanagudi,-1.1328300493790044,0
4073,Multi Cakes,0,3.0,-0.30385427428648126,-0.7354218394942816,0,0,213,1,Bannerghatta Road,-0.3261796684571938,0
4074,Multi Ruchish,68,2.8,-0.2515008506774316,-0.6270040363710622,1,0,1798,14,New BEL Road,0.48047071246461687,0
4075,Multi Snacky Hub,68,2.8,-0.2515008506774316,-0.7354218394942816,0,0,1011,0,Basavanagudi,-1.1328300493790044,0
4076,Mum?s Kitchen,33,3.5,-0.11977288159659699,-0.7354218394942816,1,0,1783,5,Marathahalli,-0.3261796684571938,0
4077,Mumﾃδεつεδづつεδεつづδづつεδεつεδづつづδεつづδづつづδεつεδづつεδεつづδづつづδεつεδづつづδεつづδづつ痴 Kitchen,33,3.5,-0.11977288159659699,-0.7354218394942816,1,0,1783,23,Marathahalli,-0.3261796684571938,0
4078,Mumbai Badam Milk & Lassi Center,52,3.6,-0.2802107926565879,-0.9522574457407204,1,0,268,0,Basavanagudi,-0.3261796684571938,0
4079,Mumbai Bistro,14,4.2,0.5321116833418924,-0.08491502075496535,1,0,611,22,Malleshwaram,0.48047071246461687,1
4080,Mumbai Kulfi,34,3.7,-0.21603562823259154,-0.9522574457407204,1,0,1194,8,Electronic City,-0.3261796684571938,0
4081,Mumbai Spice,68,3.7,-0.2515008506774316,-0.3017506270014041,1,0,1516,22,Malleshwaram,-0.3261796684571938,2
4082,Mumbai Tiffin,68,4.4,1.8527690143830804,-0.3017506270014041,1,0,1455,6,HSR,-1.1328300493790044,2
4083,Mumbai Xpress,68,2.8,-0.16368220462354185,-0.41016843012462345,1,0,1102,28,Bellandur,-0.3261796684571938,2
4084,Mummy Dhaba,68,3.2,-0.24136792997890588,-0.5185862332478428,1,0,1455,4,Ulsoor,-1.1328300493790044,0
4085,Mummy's Kitchen,68,3.7,-0.29203253347153457,-0.5185862332478428,1,0,1497,11,Old Airport Road,0.48047071246461687,0
4086,Munch Box,68,2.8,-0.2515008506774316,-0.3017506270014041,0,0,1685,24,New BEL Road,0.48047071246461687,2
4087,Munchies,69,3.9,-0.21096916788332865,-0.6270040363710622,1,0,1017,4,Brigade Road,-0.3261796684571938,0
4088,Murali Military hotel,68,2.8,-0.2515008506774316,-0.5185862332478428,0,0,392,6,BTM,-0.3261796684571938,0
4089,Murli,21,3.9,1.7632615482127698,-0.08491502075496535,1,0,1631,3,Bellandur,2.0937714743082383,1
4090,Murphy's Brewhouse - The Paul Bangalore,67,4.3,3.110940001116693,2.5171122542023,0,1,923,11,Domlur,0.48047071246461687,3
4091,Murugan Mess,58,3.3,-0.3072319145193232,-0.843839642617501,0,0,1977,4,Shivajinagar,-1.1328300493790044,0
4092,Muscat Restaurant,68,3.0,-0.23967910986248492,-0.3017506270014041,1,0,1516,3,Marathahalli,-0.3261796684571938,2
4093,Mustard Cafe,14,4.1,1.1806186080475398,0.5655917979843509,1,0,504,6,Koramangala 3rd Block,2.900421855230049,3
4094,Mustard Food Court,21,3.6,-0.04377597635765392,-0.08491502075496535,1,0,1516,6,Koramangala 3rd Block,-0.3261796684571938,1
4095,Muthashy's,68,4.2,0.46624769880147504,-0.3017506270014041,1,0,1323,6,BTM,0.48047071246461687,2
4096,Muziris,68,3.6,-0.2785219725401669,-0.6270040363710622,0,0,1288,10,HSR,-1.1328300493790044,0
4097,My Cafe,68,3.6,-0.29203253347153457,-0.41016843012462345,0,0,1565,8,Electronic City,0.48047071246461687,2
4098,My China,21,3.0,-0.2954101737043765,0.13192058549147342,0,0,651,14,Kalyan Nagar,0.48047071246461687,1
4099,My Dabeli & My Pizza,68,3.4,-0.3106095547521651,-0.3017506270014041,0,0,1866,6,BTM,-0.3261796684571938,2
4100,My Little China,68,3.7,-0.26501141160879926,-0.5185862332478428,1,0,718,14,Hennur,-0.3261796684571938,0
4101,My Place - Gokulam Grand Hotel & Spa,25,4.2,0.40038371426105773,2.7339478604487386,0,1,820,24,New BEL Road,1.2871210933864277,3
4102,My Space - WelcomeHotel Bengaluru,5,3.9,-0.2802107926565879,3.167619072941616,0,0,1109,4,Richmond Road,-1.1328300493790044,3
4103,My Tea House,21,2.8,-0.2515008506774316,-0.08491502075496535,1,1,819,0,Banashankari,1.2871210933864277,1
4104,Mylari Biryani Family Restaurant,68,3.7,-0.19576978683554006,-0.3017506270014041,1,0,337,0,Banashankari,-0.3261796684571938,2
4105,Mynt - The Taj West End,42,4.1,0.2534563641324345,4.25179710417381,0,1,1243,7,Race Course Road,0.48047071246461687,3
4106,Mynutrikitchen,33,3.6,-0.21941326846543344,-0.5185862332478428,1,0,1692,6,HSR,-0.3261796684571938,0
4107,MyPotli,80,3.7,-0.2886548932386927,-0.9522574457407204,0,0,1783,12,JP Nagar,-0.3261796684571938,0
4108,Myrasoiya.com,33,3.4,-0.2852772530058508,-0.41016843012462345,1,0,1455,3,Sarjapur Road,-1.1328300493790044,2
4109,Mysore Carnival Restaurant,68,3.8,-0.2954101737043765,-0.41016843012462345,0,0,706,6,Koramangala 6th Block,1.2871210933864277,2
4110,Mysore Hanumanthu Palav,21,3.9,-0.20083624718480292,-0.08491502075496535,1,0,2023,22,Rajajinagar,-0.3261796684571938,1
4111,Mystery House,68,3.4,-0.30892073463574415,-0.5185862332478428,1,0,1011,14,Banaswadi,-1.1328300493790044,0
4112,Mystique Palate,68,4.1,0.25007872389959257,-0.5185862332478428,1,0,685,0,Jayanagar,-0.3261796684571938,0
4113,Mysuru Coffee Thindi,68,4.1,0.18083709912633333,-0.7354218394942816,1,0,2021,2,Jayanagar,-0.3261796684571938,0
